"icao24","firstseen_datetime","origin","lastseen_datetime","destination","callsign","duration_hours","departure_distance_km","arrival_distance_km","flight_date"
"4d0104","2026-01-26 12:23:48.000 Asia/Muscat","ELLX","2026-01-26 18:30:44.000 Asia/Muscat","OMDW","CLX6T   ","6.1","0.300000","5.600000","2026-01-26 04:00:00.000 Asia/Muscat"
"896214","2026-01-26 12:24:11.000 Asia/Muscat","OMDB","2026-01-26 15:51:53.000 Asia/Muscat","HECA","UAE921  ","3.5","2.500000","19.300000","2026-01-26 04:00:00.000 Asia/Muscat"
"896310","2026-01-26 12:24:30.000 Asia/Muscat","","2026-01-26 13:01:17.000 Asia/Muscat","OMDB","UAE706  ","0.6","","5.000000","2026-01-26 04:00:00.000 Asia/Muscat"
"89666d","2026-01-26 12:25:41.000 Asia/Muscat","","2026-01-26 15:07:53.000 Asia/Muscat","OMDB","FDB9HC  ","2.7","","4.600000","2026-01-26 04:00:00.000 Asia/Muscat"
"01012b","2026-01-26 12:25:49.000 Asia/Muscat","HECA","2026-01-26 14:55:37.000 Asia/Muscat","OMDB","MSR912  ","2.5","12.500000","4.800000","2026-01-26 04:00:00.000 Asia/Muscat"
"7114db","2026-01-26 12:26:19.000 Asia/Muscat","OMDB","2026-01-26 13:19:24.000 Asia/Muscat","OEDR","KNE812  ","0.9","0.700000","6.100000","2026-01-26 04:00:00.000 Asia/Muscat"
"46b8a9","2026-01-26 12:27:08.000 Asia/Muscat","LGAV","2026-01-26 16:23:26.000 Asia/Muscat","OMDB","AEE958  ","3.9","7.200000","4.800000","2026-01-26 04:00:00.000 Asia/Muscat"
"89655a","2026-01-26 12:27:26.000 Asia/Muscat","NZAA","2026-01-27 05:02:56.000 Asia/Muscat","OMDB","UAE5AM  ","16.6","2.600000","4.600000","2026-01-27 04:00:00.000 Asia/Muscat"
"896606","2026-01-26 12:28:01.000 Asia/Muscat","OMDB","2026-01-26 20:12:10.000 Asia/Muscat","OMDB","FDB308  ","7.7","2.500000","5.600000","2026-01-26 04:00:00.000 Asia/Muscat"
"89669b","2026-01-26 12:28:45.000 Asia/Muscat","OMDW","2026-01-26 14:24:32.000 Asia/Muscat","OMDW","EFC37L  ","1.9","3.000000","7.400000","2026-01-26 04:00:00.000 Asia/Muscat"
"8965b5","2026-01-26 12:29:06.000 Asia/Muscat","OMDB","2026-01-26 15:42:51.000 Asia/Muscat","LLBG","FDB1081 ","3.2","2.600000","0.800000","2026-01-26 04:00:00.000 Asia/Muscat"
"4d2538","2026-01-26 12:29:31.000 Asia/Muscat","OTBD","2026-01-26 13:13:43.000 Asia/Muscat","OMDW","VJT539  ","0.7","0.600000","2.900000","2026-01-26 04:00:00.000 Asia/Muscat"
"8963e1","2026-01-26 12:29:40.000 Asia/Muscat","","2026-01-26 15:11:57.000 Asia/Muscat","OMDB","UAE625  ","2.7","","5.400000","2026-01-26 04:00:00.000 Asia/Muscat"
"896647","2026-01-26 12:29:51.000 Asia/Muscat","","2026-01-26 14:12:57.000 Asia/Muscat","OMDW","A6FTB   ","1.7","","27.800000","2026-01-26 04:00:00.000 Asia/Muscat"
"717c93","2026-01-26 12:31:39.000 Asia/Muscat","OMDB","2026-01-27 00:46:25.000 Asia/Muscat","LFML","KNE659  ","12.2","0.800000","2.700000","2026-01-26 04:00:00.000 Asia/Muscat"
"896582","2026-01-26 12:31:55.000 Asia/Muscat","","2026-01-26 15:32:50.000 Asia/Muscat","OMSJ","ABY700  ","3.0","","2.500000","2026-01-26 04:00:00.000 Asia/Muscat"
"77170e","2026-01-26 12:33:40.000 Asia/Muscat","","2026-01-26 16:33:28.000 Asia/Muscat","OMDB","EXV821  ","4.0","","5.700000","2026-01-26 04:00:00.000 Asia/Muscat"
"778821","2026-01-26 12:34:04.000 Asia/Muscat","","2026-01-26 13:25:55.000 Asia/Muscat","OMSJ","FYC741  ","0.9","","2.400000","2026-01-26 04:00:00.000 Asia/Muscat"
"896120","2026-01-26 12:35:03.000 Asia/Muscat","","2026-01-26 13:02:47.000 Asia/Muscat","OMDB","UAE601  ","0.5","","4.400000","2026-01-26 04:00:00.000 Asia/Muscat"
"7609d6","2026-01-26 12:35:42.000 Asia/Muscat","OPMT","2026-01-26 15:30:29.000 Asia/Muscat","OMDB","ABQ810  ","2.9","0.100000","4.600000","2026-01-26 04:00:00.000 Asia/Muscat"
"896372","2026-01-26 12:35:47.000 Asia/Muscat","","2026-01-26 15:12:50.000 Asia/Muscat","OMSJ","ABY719  ","2.6","","2.300000","2026-01-26 04:00:00.000 Asia/Muscat"
"896112","2026-01-26 12:36:01.000 Asia/Muscat","FAOR","2026-01-26 20:07:12.000 Asia/Muscat","OMDB","UAE18Q  ","7.5","3.200000","5.500000","2026-01-26 04:00:00.000 Asia/Muscat"
"8013e7","2026-01-26 12:36:08.000 Asia/Muscat","","2026-01-26 16:26:13.000 Asia/Muscat","OMDB","IGO73N  ","3.8","","5.100000","2026-01-26 04:00:00.000 Asia/Muscat"
"8963c9","2026-01-26 12:36:16.000 Asia/Muscat","OMRK","2026-01-26 12:50:13.000 Asia/Muscat","OMSJ","ABY998  ","0.2","0.300000","2.400000","2026-01-26 04:00:00.000 Asia/Muscat"
"8965d4","2026-01-26 12:36:30.000 Asia/Muscat","OMDB","2026-01-26 13:04:57.000 Asia/Muscat","","FDB1937 ","0.5","1.700000","","2026-01-26 04:00:00.000 Asia/Muscat"
"89664a","2026-01-26 12:36:45.000 Asia/Muscat","","2026-01-26 14:21:27.000 Asia/Muscat","OMDW","A6FTT   ","1.7","","27.200000","2026-01-26 04:00:00.000 Asia/Muscat"
"8964a5","2026-01-26 12:38:01.000 Asia/Muscat","","2026-01-26 13:30:55.000 Asia/Muscat","OMDB","UAE856  ","0.9","","4.800000","2026-01-26 04:00:00.000 Asia/Muscat"
"896526","2026-01-26 12:40:17.000 Asia/Muscat","OMDW","2026-01-26 13:29:20.000 Asia/Muscat","OMDW","EFC53B  ","0.8","2.900000","5.300000","2026-01-26 04:00:00.000 Asia/Muscat"
"896473","2026-01-26 12:40:27.000 Asia/Muscat","OMDB","2026-01-27 04:47:56.000 Asia/Muscat","KIAH","UAE1Y   ","16.1","3.100000","5.100000","2026-01-27 04:00:00.000 Asia/Muscat"
"778567","2026-01-26 12:40:36.000 Asia/Muscat","","2026-01-26 13:34:43.000 Asia/Muscat","OMDB","SYR515  ","0.9","","4.900000","2026-01-26 04:00:00.000 Asia/Muscat"
"896609","2026-01-26 12:41:17.000 Asia/Muscat","","2026-01-26 13:36:24.000 Asia/Muscat","OMDB","FDB1116 ","0.9","","4.600000","2026-01-26 04:00:00.000 Asia/Muscat"
"394a11","2026-01-26 12:42:31.000 Asia/Muscat","OMDB","2026-01-26 20:34:07.000 Asia/Muscat","LFPG","AFR659  ","7.9","2.500000","6.300000","2026-01-26 04:00:00.000 Asia/Muscat"
"49d423","2026-01-26 12:43:12.000 Asia/Muscat","LKPR","2026-01-26 18:13:51.000 Asia/Muscat","OMDB","TVS7K3  ","5.5","1.400000","4.800000","2026-01-26 04:00:00.000 Asia/Muscat"
"896710","2026-01-26 12:44:18.000 Asia/Muscat","OMUQ","2026-01-26 13:05:50.000 Asia/Muscat","OMRK","A6KWC   ","0.4","14.400000","16.300000","2026-01-26 04:00:00.000 Asia/Muscat"
"896518","2026-01-26 12:44:32.000 Asia/Muscat","LLBG","2026-01-26 15:14:21.000 Asia/Muscat","OMDB","FDB1550 ","2.5","1.000000","4.400000","2026-01-26 04:00:00.000 Asia/Muscat"
"728676","2026-01-26 12:44:43.000 Asia/Muscat","OMDB","2026-01-26 19:15:57.000 Asia/Muscat","LTFM","IAW128  ","6.5","2.300000","20.200000","2026-01-26 04:00:00.000 Asia/Muscat"
"7324a7","2026-01-26 12:45:39.000 Asia/Muscat","OMDB","2026-01-26 13:18:57.000 Asia/Muscat","","IRA645  ","0.6","2.300000","","2026-01-26 04:00:00.000 Asia/Muscat"
"711473","2026-01-26 12:46:38.000 Asia/Muscat","","2026-01-26 20:31:24.000 Asia/Muscat","OMDB","KNE209  ","7.7","","4.900000","2026-01-26 04:00:00.000 Asia/Muscat"
"80184e","2026-01-26 12:47:16.000 Asia/Muscat","OMDB","2026-01-26 15:47:29.000 Asia/Muscat","VABB","IGO52M  ","3.0","1.400000","4.100000","2026-01-26 04:00:00.000 Asia/Muscat"
"8965cf","2026-01-26 12:47:42.000 Asia/Muscat","UGTB","2026-01-26 15:21:18.000 Asia/Muscat","OMDB","FDB722  ","2.6","1.500000","4.900000","2026-01-26 04:00:00.000 Asia/Muscat"
"770593","2026-01-26 12:48:25.000 Asia/Muscat","OPLA","2026-01-26 22:30:25.000 Asia/Muscat","OMDB","ALK154  ","9.7","1.900000","5.000000","2026-01-26 04:00:00.000 Asia/Muscat"
"896665","2026-01-26 12:49:02.000 Asia/Muscat","OMDB","2026-01-26 19:39:56.000 Asia/Muscat","OMDB","FDB2UB  ","6.8","2.700000","4.600000","2026-01-26 04:00:00.000 Asia/Muscat"
"89646a","2026-01-26 12:49:12.000 Asia/Muscat","","2026-01-26 13:23:27.000 Asia/Muscat","OMDB","FDB5YB  ","0.6","","5.000000","2026-01-26 04:00:00.000 Asia/Muscat"
"89644c","2026-01-26 12:51:00.000 Asia/Muscat","OMDB","2026-01-27 02:49:58.000 Asia/Muscat","KBOS","UAE32E  ","14.0","3.200000","0.900000","2026-01-26 04:00:00.000 Asia/Muscat"
"89610c","2026-01-26 12:52:13.000 Asia/Muscat","EIDW","2026-01-26 19:41:41.000 Asia/Muscat","OMDB","UAE166  ","6.8","0.900000","5.600000","2026-01-26 04:00:00.000 Asia/Muscat"
"8963e4","2026-01-26 12:53:00.000 Asia/Muscat","OMDB","2026-01-26 20:11:52.000 Asia/Muscat","EGLL","UAE4PY  ","7.3","2.500000","2.200000","2026-01-26 04:00:00.000 Asia/Muscat"
"896643","2026-01-26 12:55:30.000 Asia/Muscat","OMDB","2026-01-26 14:53:29.000 Asia/Muscat","","FDB4DT  ","2.0","2.800000","","2026-01-26 04:00:00.000 Asia/Muscat"
"80044c","2026-01-26 12:56:40.000 Asia/Muscat","OMDB","2026-01-26 13:16:49.000 Asia/Muscat","","AXB748  ","0.3","2.600000","","2026-01-26 04:00:00.000 Asia/Muscat"
"896604","2026-01-26 12:57:47.000 Asia/Muscat","OMDB","2026-01-26 13:15:12.000 Asia/Muscat","","FDB3YX  ","0.3","2.400000","","2026-01-26 04:00:00.000 Asia/Muscat"
"71157e","2026-01-26 12:59:51.000 Asia/Muscat","OMDB","2026-01-26 14:05:57.000 Asia/Muscat","","FAD506  ","1.1","1.000000","","2026-01-26 04:00:00.000 Asia/Muscat"
"896618","2026-01-26 13:01:17.000 Asia/Muscat","OMDW","2026-01-26 16:56:54.000 Asia/Muscat","","UAE9878 ","3.9","0.400000","","2026-01-26 04:00:00.000 Asia/Muscat"
"896557","2026-01-26 13:02:34.000 Asia/Muscat","EPWA","2026-01-26 18:25:08.000 Asia/Muscat","OMDB","FDB3MS  ","5.4","1.100000","4.700000","2026-01-26 04:00:00.000 Asia/Muscat"
"8965c3","2026-01-26 13:03:03.000 Asia/Muscat","","2026-01-26 13:29:17.000 Asia/Muscat","OMDB","FDB1208 ","0.4","","4.800000","2026-01-26 04:00:00.000 Asia/Muscat"
"8965cc","2026-01-26 13:05:01.000 Asia/Muscat","OMDB","2026-01-26 16:38:41.000 Asia/Muscat","VNKT","FDB1537 ","3.6","2.500000","2.300000","2026-01-26 04:00:00.000 Asia/Muscat"
"7020ac","2026-01-26 13:07:00.000 Asia/Muscat","OMDB","2026-01-26 17:01:55.000 Asia/Muscat","","UBG344  ","3.9","2.800000","","2026-01-26 04:00:00.000 Asia/Muscat"
"4d212d","2026-01-26 13:07:13.000 Asia/Muscat","OMDW","2026-01-26 14:08:57.000 Asia/Muscat","","VJT938  ","1.0","0.100000","","2026-01-26 04:00:00.000 Asia/Muscat"
"896644","2026-01-26 13:08:10.000 Asia/Muscat","OMDB","2026-01-26 14:05:57.000 Asia/Muscat","","FDB897  ","1.0","2.600000","","2026-01-26 04:00:00.000 Asia/Muscat"
"8a0a85","2026-01-26 13:08:30.000 Asia/Muscat","VOBL","2026-01-26 17:20:08.000 Asia/Muscat","OMDB","PKGYN   ","4.2","3.000000","6.700000","2026-01-26 04:00:00.000 Asia/Muscat"
"896470","2026-01-26 13:08:53.000 Asia/Muscat","OMSJ","2026-01-26 16:38:14.000 Asia/Muscat","VOTV","ABY442  ","3.5","1.600000","4.800000","2026-01-26 04:00:00.000 Asia/Muscat"
"710dbc","2026-01-26 13:10:12.000 Asia/Muscat","","2026-01-26 14:08:46.000 Asia/Muscat","OMDB","KNE217  ","1.0","","4.400000","2026-01-26 04:00:00.000 Asia/Muscat"
"8964e8","2026-01-26 13:11:08.000 Asia/Muscat","OMSJ","2026-01-26 15:50:57.000 Asia/Muscat","VIDP","ABY465  ","2.7","1.500000","3.000000","2026-01-26 04:00:00.000 Asia/Muscat"
"7609af","2026-01-26 13:12:23.000 Asia/Muscat","OPLA","2026-01-26 16:31:28.000 Asia/Muscat","OMDB","ABQ410  ","3.3","1.600000","5.800000","2026-01-26 04:00:00.000 Asia/Muscat"
"896434","2026-01-26 13:12:47.000 Asia/Muscat","OMSJ","2026-01-26 13:35:47.000 Asia/Muscat","","ABY205  ","0.4","1.000000","","2026-01-26 04:00:00.000 Asia/Muscat"
"7114f2","2026-01-26 13:12:49.000 Asia/Muscat","","2026-01-26 14:16:29.000 Asia/Muscat","OMDB","SVA558  ","1.1","","5.000000","2026-01-26 04:00:00.000 Asia/Muscat"
"8965f3","2026-01-26 13:14:40.000 Asia/Muscat","LEBL","2026-01-26 18:54:38.000 Asia/Muscat","OMAA","ETD35Q  ","5.7","1.500000","14.400000","2026-01-26 04:00:00.000 Asia/Muscat"
"896648","2026-01-26 13:15:01.000 Asia/Muscat","","2026-01-26 14:15:28.000 Asia/Muscat","OMDW","A6FTK   ","1.0","","27.700000","2026-01-26 04:00:00.000 Asia/Muscat"
"896558","2026-01-26 13:15:06.000 Asia/Muscat","OMSJ","2026-01-26 16:55:27.000 Asia/Muscat","","ABY714  ","3.7","1.600000","","2026-01-26 04:00:00.000 Asia/Muscat"
"151ec4","2026-01-26 13:15:35.000 Asia/Muscat","OMDB","2026-01-26 17:50:33.000 Asia/Muscat","","SBI5786 ","4.6","2.400000","","2026-01-26 04:00:00.000 Asia/Muscat"
"502cce","2026-01-26 13:16:38.000 Asia/Muscat","OMDB","2026-01-26 20:01:27.000 Asia/Muscat","EVRA","BTI792  ","6.7","1.300000","3.900000","2026-01-26 04:00:00.000 Asia/Muscat"
"8966e6","2026-01-26 13:17:10.000 Asia/Muscat","OMFJ","2026-01-26 13:35:11.000 Asia/Muscat","","A6FAB   ","0.3","5.800000","","2026-01-26 04:00:00.000 Asia/Muscat"
"801680","2026-01-26 13:17:11.000 Asia/Muscat","OMSJ","2026-01-26 18:44:58.000 Asia/Muscat","VIDP","AXB1265 ","5.5","1.600000","1.900000","2026-01-26 04:00:00.000 Asia/Muscat"
"8966e2","2026-01-26 13:17:33.000 Asia/Muscat","OMFJ","2026-01-26 14:12:11.000 Asia/Muscat","OMFJ","A6FNG   ","0.9","6.500000","28.900000","2026-01-26 04:00:00.000 Asia/Muscat"
"8003f1","2026-01-26 13:18:00.000 Asia/Muscat","VOCI","2026-01-26 17:17:34.000 Asia/Muscat","OMSJ","AXB411  ","4.0","1.100000","2.400000","2026-01-26 04:00:00.000 Asia/Muscat"
"896727","2026-01-26 13:18:04.000 Asia/Muscat","","2026-01-26 13:53:15.000 Asia/Muscat","OMSJ","ABY204  ","0.6","","2.200000","2026-01-26 04:00:00.000 Asia/Muscat"
"4c80a6","2026-01-26 13:19:40.000 Asia/Muscat","LCLK","2026-01-26 16:05:56.000 Asia/Muscat","OMDB","CYP106  ","2.8","5.600000","4.900000","2026-01-26 04:00:00.000 Asia/Muscat"
"8964c6","2026-01-26 13:20:30.000 Asia/Muscat","OMSJ","2026-01-26 16:54:55.000 Asia/Muscat","","ABY624  ","3.6","1.800000","","2026-01-26 04:00:00.000 Asia/Muscat"
"89667a","2026-01-26 13:20:39.000 Asia/Muscat","","2026-01-26 14:11:58.000 Asia/Muscat","OMDB","UAE86J  ","0.9","","5.300000","2026-01-26 04:00:00.000 Asia/Muscat"
"8965f7","2026-01-26 13:21:33.000 Asia/Muscat","","2026-01-26 14:18:09.000 Asia/Muscat","OMSJ","ABY146  ","0.9","","2.100000","2026-01-26 04:00:00.000 Asia/Muscat"
"89405b","2026-01-26 13:22:10.000 Asia/Muscat","OMDB","2026-01-26 14:11:13.000 Asia/Muscat","OBBI","GFA505  ","0.8","1.400000","26.400000","2026-01-26 04:00:00.000 Asia/Muscat"
"06a2c7","2026-01-26 13:23:47.000 Asia/Muscat","OMDB","2026-01-26 14:09:51.000 Asia/Muscat","OTHH","QTR75A  ","0.8","1.600000","4.800000","2026-01-26 04:00:00.000 Asia/Muscat"
"780a67","2026-01-26 13:24:14.000 Asia/Muscat","","2026-01-26 21:51:10.000 Asia/Muscat","OMDB","CPA731  ","8.4","","5.500000","2026-01-26 04:00:00.000 Asia/Muscat"
"abda7d","2026-01-26 13:24:33.000 Asia/Muscat","OMDW","2026-01-26 20:40:36.000 Asia/Muscat","LFPG","FDX5272 ","7.3","0.800000","2.800000","2026-01-26 04:00:00.000 Asia/Muscat"
"4d2066","2026-01-26 13:25:38.000 Asia/Muscat","OTBD","2026-01-26 14:06:20.000 Asia/Muscat","OMDB","VJT765  ","0.7","0.400000","4.600000","2026-01-26 04:00:00.000 Asia/Muscat"
"896664","2026-01-26 13:26:00.000 Asia/Muscat","OMDB","2026-01-26 13:53:11.000 Asia/Muscat","","FDB251  ","0.5","2.500000","","2026-01-26 04:00:00.000 Asia/Muscat"
"896479","2026-01-26 13:26:52.000 Asia/Muscat","EGCC","2026-01-26 19:49:57.000 Asia/Muscat","OMDB","UAE6AQ  ","6.4","0.800000","5.900000","2026-01-26 04:00:00.000 Asia/Muscat"
"896668","2026-01-26 13:27:04.000 Asia/Muscat","","2026-01-26 14:21:50.000 Asia/Muscat","OMSJ","ABY434  ","0.9","","2.600000","2026-01-26 04:00:00.000 Asia/Muscat"
"717ca2","2026-01-26 13:27:34.000 Asia/Muscat","OMDB","2026-01-26 14:25:53.000 Asia/Muscat","","SVA597  ","1.0","1.100000","","2026-01-26 04:00:00.000 Asia/Muscat"
"78151e","2026-01-26 13:28:06.000 Asia/Muscat","","2026-01-26 18:55:59.000 Asia/Muscat","OMDB","CES245  ","5.5","","4.800000","2026-01-26 04:00:00.000 Asia/Muscat"
"4cc54b","2026-01-26 13:28:14.000 Asia/Muscat","OMDW","2026-01-26 19:54:57.000 Asia/Muscat","EBLG","ABD4900 ","6.4","1.900000","2.600000","2026-01-26 04:00:00.000 Asia/Muscat"
"896364","2026-01-26 13:28:19.000 Asia/Muscat","OMSJ","2026-01-26 13:54:20.000 Asia/Muscat","","ABY300  ","0.4","1.600000","","2026-01-26 04:00:00.000 Asia/Muscat"
"89665d","2026-01-26 13:30:03.000 Asia/Muscat","OMSJ","2026-01-26 16:46:27.000 Asia/Muscat","UGTB","ABY294  ","3.3","1.500000","0.900000","2026-01-26 04:00:00.000 Asia/Muscat"
"896625","2026-01-26 13:30:30.000 Asia/Muscat","OMDB","2026-01-26 16:16:18.000 Asia/Muscat","VABB","UAE502  ","2.8","2.300000","6.500000","2026-01-26 04:00:00.000 Asia/Muscat"
"73348c","2026-01-26 13:31:44.000 Asia/Muscat","OMDB","2026-01-26 13:49:29.000 Asia/Muscat","","IRB9721 ","0.3","0.900000","","2026-01-26 04:00:00.000 Asia/Muscat"
"89651a","2026-01-26 13:33:39.000 Asia/Muscat","OMDW","2026-01-26 13:58:59.000 Asia/Muscat","","EFC52E  ","0.4","3.100000","","2026-01-26 04:00:00.000 Asia/Muscat"
"738064","2026-01-26 13:33:43.000 Asia/Muscat","OMDB","2026-01-26 16:51:52.000 Asia/Muscat","LLBG","ELY972  ","3.3","2.000000","4.400000","2026-01-26 04:00:00.000 Asia/Muscat"
"4d2476","2026-01-26 13:34:45.000 Asia/Muscat","OMSJ","2026-01-26 14:44:58.000 Asia/Muscat","","ABY335  ","1.2","1.300000","","2026-01-26 04:00:00.000 Asia/Muscat"
"8964f2","2026-01-26 13:35:06.000 Asia/Muscat","OMDW","2026-01-26 14:00:54.000 Asia/Muscat","OMDW","EFC14C  ","0.4","3.000000","5.900000","2026-01-26 04:00:00.000 Asia/Muscat"
"704946","2026-01-26 13:35:11.000 Asia/Muscat","OMDB","2026-01-26 18:19:58.000 Asia/Muscat","VYYY","MMA101  ","4.7","2.400000","6.000000","2026-01-26 04:00:00.000 Asia/Muscat"
"896206","2026-01-26 13:37:55.000 Asia/Muscat","OMRK","2026-01-26 14:08:21.000 Asia/Muscat","","","0.5","2.000000","","2026-01-26 04:00:00.000 Asia/Muscat"
"8965d5","2026-01-26 13:38:05.000 Asia/Muscat","","2026-01-26 14:02:57.000 Asia/Muscat","OMDB","FDB234  ","0.4","","5.100000","2026-01-26 04:00:00.000 Asia/Muscat"
"896503","2026-01-26 13:39:00.000 Asia/Muscat","OMSJ","2026-01-26 17:36:55.000 Asia/Muscat","","ABY520  ","4.0","1.700000","","2026-01-26 04:00:00.000 Asia/Muscat"
"748021","2026-01-26 13:39:32.000 Asia/Muscat","OMDB","2026-01-26 21:20:50.000 Asia/Muscat","OMDB","MEA427  ","7.7","1.400000","5.000000","2026-01-26 04:00:00.000 Asia/Muscat"
"8965ce","2026-01-26 13:40:30.000 Asia/Muscat","","2026-01-26 14:32:58.000 Asia/Muscat","OMDB","FDB870  ","0.9","","4.700000","2026-01-26 04:00:00.000 Asia/Muscat"
"896317","2026-01-26 13:40:36.000 Asia/Muscat","","2026-01-26 13:56:51.000 Asia/Muscat","OMDB","UAE659  ","0.3","","5.100000","2026-01-26 04:00:00.000 Asia/Muscat"
"8966ad","2026-01-26 13:41:00.000 Asia/Muscat","OMSJ","2026-01-26 14:43:26.000 Asia/Muscat","","ABY187  ","1.0","1.500000","","2026-01-26 04:00:00.000 Asia/Muscat"
"89648e","2026-01-26 13:42:00.000 Asia/Muscat","OMDB","2026-01-26 14:47:08.000 Asia/Muscat","","FDB835  ","1.1","2.900000","","2026-01-26 04:00:00.000 Asia/Muscat"
"8964fc","2026-01-26 13:42:16.000 Asia/Muscat","LSZH","2026-01-26 19:16:06.000 Asia/Muscat","OMAA","ETD9GL  ","5.6","0.400000","14.200000","2026-01-26 04:00:00.000 Asia/Muscat"
"896605","2026-01-26 13:42:30.000 Asia/Muscat","","2026-01-26 14:21:25.000 Asia/Muscat","OMDB","FDB242  ","0.6","","4.500000","2026-01-26 04:00:00.000 Asia/Muscat"
"8964da","2026-01-26 13:42:44.000 Asia/Muscat","OMSJ","2026-01-26 17:41:19.000 Asia/Muscat","VGZR","ABY571  ","4.0","1.500000","0.300000","2026-01-26 04:00:00.000 Asia/Muscat"
"896688","2026-01-26 13:43:00.000 Asia/Muscat","OMDB","2026-01-26 18:32:27.000 Asia/Muscat","LTFM","FDB4GP  ","4.8","2.700000","19.400000","2026-01-26 04:00:00.000 Asia/Muscat"
"8962d1","2026-01-26 13:44:13.000 Asia/Muscat","","2026-01-26 14:38:09.000 Asia/Muscat","OMSJ","ABY178  ","0.9","","2.200000","2026-01-26 04:00:00.000 Asia/Muscat"
"8962d0","2026-01-26 13:45:08.000 Asia/Muscat","OMSJ","2026-01-26 17:09:54.000 Asia/Muscat","VOCI","ABY426  ","3.4","1.500000","1.700000","2026-01-26 04:00:00.000 Asia/Muscat"
"89616a","2026-01-26 13:46:00.000 Asia/Muscat","EGKK","2026-01-26 20:08:41.000 Asia/Muscat","OMDB","UAE74W  ","6.4","0.900000","5.500000","2026-01-26 04:00:00.000 Asia/Muscat"
"8965d7","2026-01-26 13:46:32.000 Asia/Muscat","OMDB","2026-01-26 14:45:21.000 Asia/Muscat","","FDB811  ","1.0","2.200000","","2026-01-26 04:00:00.000 Asia/Muscat"
"896217","2026-01-26 13:46:40.000 Asia/Muscat","LIMC","2026-01-26 19:15:09.000 Asia/Muscat","OMDB","UAE102  ","5.5","0.400000","4.300000","2026-01-26 04:00:00.000 Asia/Muscat"
"8966a3","2026-01-26 13:47:03.000 Asia/Muscat","","2026-01-26 16:14:44.000 Asia/Muscat","OMSJ","ABY386  ","2.5","","2.500000","2026-01-26 04:00:00.000 Asia/Muscat"
"8940d0","2026-01-26 13:48:26.000 Asia/Muscat","OMDB","2026-01-26 14:39:45.000 Asia/Muscat","OBBI","DHX268  ","0.9","0.800000","20.800000","2026-01-26 04:00:00.000 Asia/Muscat"
"896453","2026-01-26 13:48:36.000 Asia/Muscat","EDDF","2026-01-26 19:20:23.000 Asia/Muscat","OMDB","UAE44   ","5.5","3.600000","5.700000","2026-01-26 04:00:00.000 Asia/Muscat"
"89660a","2026-01-26 13:49:48.000 Asia/Muscat","OMDB","2026-01-26 14:54:28.000 Asia/Muscat","","FDB1113 ","1.1","2.300000","","2026-01-26 04:00:00.000 Asia/Muscat"
"896502","2026-01-26 13:50:01.000 Asia/Muscat","OMSJ","2026-01-26 16:07:57.000 Asia/Muscat","","ABY552  ","2.3","1.600000","","2026-01-26 04:00:00.000 Asia/Muscat"
"8960d4","2026-01-26 13:50:18.000 Asia/Muscat","EHAM","2026-01-26 19:58:49.000 Asia/Muscat","OMDB","UAE2W   ","6.1","1.600000","4.500000","2026-01-26 04:00:00.000 Asia/Muscat"
"8963a2","2026-01-26 13:50:38.000 Asia/Muscat","OMDW","2026-01-26 20:45:18.000 Asia/Muscat","HKNW","UAE9757 ","6.9","1.400000","7.600000","2026-01-26 04:00:00.000 Asia/Muscat"
"8964bc","2026-01-26 13:50:50.000 Asia/Muscat","EKCH","2026-01-26 19:35:49.000 Asia/Muscat","OMAA","ETD4EA  ","5.7","0.900000","14.300000","2026-01-26 04:00:00.000 Asia/Muscat"
"896603","2026-01-26 13:51:00.000 Asia/Muscat","OMDB","2026-01-26 14:47:18.000 Asia/Muscat","","FDB4EF  ","0.9","2.400000","","2026-01-26 04:00:00.000 Asia/Muscat"
"8963b9","2026-01-26 13:51:13.000 Asia/Muscat","","2026-01-26 14:10:11.000 Asia/Muscat","OMDB","FDB5JN  ","0.3","","4.900000","2026-01-26 04:00:00.000 Asia/Muscat"
"896517","2026-01-26 13:51:19.000 Asia/Muscat","","2026-01-26 14:24:56.000 Asia/Muscat","OMDB","FDB1260 ","0.6","","5.400000","2026-01-26 04:00:00.000 Asia/Muscat"
"896315","2026-01-26 13:53:13.000 Asia/Muscat","OMDB","2026-01-26 21:03:10.000 Asia/Muscat","EGLL","UAE41   ","7.2","2.500000","2.300000","2026-01-26 04:00:00.000 Asia/Muscat"
"8016bb","2026-01-26 13:53:27.000 Asia/Muscat","","2026-01-26 17:58:50.000 Asia/Muscat","OMDB","VJI535  ","4.1","","5.100000","2026-01-26 04:00:00.000 Asia/Muscat"
"89617e","2026-01-26 13:53:30.000 Asia/Muscat","LEMD","2026-01-26 19:57:16.000 Asia/Muscat","OMDB","UAE220  ","6.1","7.400000","4.700000","2026-01-26 04:00:00.000 Asia/Muscat"
"8963e7","2026-01-26 13:54:37.000 Asia/Muscat","","2026-01-26 14:52:38.000 Asia/Muscat","OMDB","UAE806  ","1.0","","5.100000","2026-01-26 04:00:00.000 Asia/Muscat"
"89618b","2026-01-26 13:55:44.000 Asia/Muscat","EGLL","2026-01-26 20:05:08.000 Asia/Muscat","OMDB","UAE7CN  ","6.2","1.200000","5.800000","2026-01-26 04:00:00.000 Asia/Muscat"
